class,filename,height,width,xmax,xmin,ymax,ymin
head,04_00231.jpg,60,60,180,120,125,65
shoulder1,04_00231.jpg,76,76,122,96,102,76
shoulder2,04_00231.jpg,76,76,207,181,103,77
head,04_00232.jpg,60,60,179,119,127,67
shoulder1,04_00232.jpg,76,76,122,96,103,77
shoulder2,04_00232.jpg,76,76,206,180,103,77
head,04_00233.jpg,60,60,178,118,127,67
shoulder1,04_00233.jpg,76,76,122,96,103,77
shoulder2,04_00233.jpg,76,76,206,180,103,77
head,04_00234.jpg,60,60,178,118,127,67
shoulder1,04_00234.jpg,76,76,121,95,103,77
shoulder2,04_00234.jpg,76,76,206,180,103,77
head,04_00235.jpg,60,60,178,118,128,68
shoulder1,04_00235.jpg,76,76,122,96,104,78
shoulder2,04_00235.jpg,76,76,206,180,102,76
head,04_00236.jpg,60,60,179,119,128,68
shoulder1,04_00236.jpg,76,76,122,96,105,79
shoulder2,04_00236.jpg,76,76,206,180,102,76
head,04_00237.jpg,60,60,179,119,128,68
shoulder1,04_00237.jpg,76,76,122,96,105,79
shoulder2,04_00237.jpg,76,76,206,180,102,76
head,04_00238.jpg,60,60,179,119,128,68
shoulder1,04_00238.jpg,76,76,121,95,105,79
shoulder2,04_00238.jpg,76,76,206,180,102,76
head,04_00239.jpg,60,60,178,118,128,68
shoulder1,04_00239.jpg,76,76,121,95,105,79
shoulder2,04_00239.jpg,76,76,205,179,102,76
head,04_00240.jpg,60,60,179,119,129,69
shoulder1,04_00240.jpg,76,76,121,95,105,79
shoulder2,04_00240.jpg,76,76,206,180,103,77
head,04_00241.jpg,60,60,179,119,126,66
shoulder1,04_00241.jpg,76,76,121,95,104,78
shoulder2,04_00241.jpg,76,76,206,180,102,76
head,04_00242.jpg,60,60,179,119,127,67
shoulder1,04_00242.jpg,76,76,121,95,104,78
shoulder2,04_00242.jpg,76,76,205,179,103,77
head,04_00243.jpg,60,60,179,119,128,68
shoulder1,04_00243.jpg,76,76,121,95,103,77
shoulder2,04_00243.jpg,76,76,205,179,104,78
head,04_00244.jpg,60,60,179,119,128,68
shoulder1,04_00244.jpg,76,76,120,94,102,76
shoulder2,04_00244.jpg,76,76,205,179,105,79
head,04_00245.jpg,60,60,179,119,128,68
shoulder1,04_00245.jpg,76,76,120,94,102,76
shoulder2,04_00245.jpg,76,76,205,179,106,80
head,04_00246.jpg,60,60,179,119,128,68
shoulder1,04_00246.jpg,76,76,120,94,101,75
shoulder2,04_00246.jpg,76,76,205,179,106,80
head,04_00247.jpg,60,60,179,119,126,66
shoulder1,04_00247.jpg,76,76,121,95,101,75
shoulder2,04_00247.jpg,76,76,205,179,105,79
head,04_00248.jpg,60,60,179,119,127,67
shoulder1,04_00248.jpg,76,76,120,94,102,76
shoulder2,04_00248.jpg,76,76,205,179,104,78
head,04_00249.jpg,60,60,178,118,128,68
shoulder1,04_00249.jpg,76,76,120,94,103,77
shoulder2,04_00249.jpg,76,76,205,179,104,78
head,04_00250.jpg,60,60,179,119,125,65
shoulder1,04_00250.jpg,76,76,120,94,102,76
shoulder2,04_00250.jpg,76,76,205,179,104,78
head,04_00251.jpg,60,60,179,119,127,67
shoulder1,04_00251.jpg,76,76,120,94,103,77
shoulder2,04_00251.jpg,76,76,205,179,104,78
head,04_00252.jpg,60,60,179,119,128,68
shoulder1,04_00252.jpg,76,76,120,94,103,77
shoulder2,04_00252.jpg,76,76,205,179,104,78
head,04_00253.jpg,60,60,179,119,128,68
shoulder1,04_00253.jpg,76,76,120,94,103,77
shoulder2,04_00253.jpg,76,76,205,179,104,78
head,04_00254.jpg,60,60,179,119,128,68
shoulder1,04_00254.jpg,76,76,120,94,103,77
shoulder2,04_00254.jpg,76,76,205,179,105,79
head,04_00255.jpg,60,60,178,118,128,68
shoulder1,04_00255.jpg,76,76,120,94,103,77
shoulder2,04_00255.jpg,76,76,204,178,105,79
head,04_00256.jpg,60,60,177,117,129,69
shoulder1,04_00256.jpg,76,76,119,93,102,76
shoulder2,04_00256.jpg,76,76,204,178,105,79
head,04_00257.jpg,60,60,177,117,128,68
shoulder1,04_00257.jpg,76,76,120,94,103,77
shoulder2,04_00257.jpg,76,76,204,178,105,79
head,04_00258.jpg,60,60,177,117,128,68
shoulder1,04_00258.jpg,76,76,119,93,102,76
shoulder2,04_00258.jpg,76,76,204,178,105,79
head,04_00259.jpg,60,60,176,116,128,68
shoulder1,04_00259.jpg,76,76,119,93,101,75
shoulder2,04_00259.jpg,76,76,203,177,106,80
head,04_00260.jpg,60,60,176,116,128,68
shoulder1,04_00260.jpg,76,76,119,93,102,76
shoulder2,04_00260.jpg,76,76,204,178,106,80
head,04_00261.jpg,60,60,176,116,128,68
shoulder1,04_00261.jpg,76,76,119,93,102,76
shoulder2,04_00261.jpg,76,76,203,177,105,79
head,04_00262.jpg,60,60,176,116,128,68
shoulder1,04_00262.jpg,76,76,118,92,102,76
shoulder2,04_00262.jpg,76,76,203,177,105,79
head,04_00263.jpg,60,60,175,115,128,68
shoulder1,04_00263.jpg,76,76,118,92,102,76
shoulder2,04_00263.jpg,76,76,203,177,105,79
head,04_00264.jpg,60,60,175,115,128,68
shoulder1,04_00264.jpg,76,76,118,92,103,77
shoulder2,04_00264.jpg,76,76,202,176,104,78
head,04_00265.jpg,60,60,175,115,129,69
shoulder1,04_00265.jpg,76,76,118,92,102,76
shoulder2,04_00265.jpg,76,76,202,176,105,79
head,04_00266.jpg,60,60,175,115,129,69
shoulder1,04_00266.jpg,76,76,118,92,102,76
shoulder2,04_00266.jpg,76,76,202,176,105,79
head,04_00267.jpg,60,60,175,115,128,68
shoulder1,04_00267.jpg,76,76,118,92,101,75
shoulder2,04_00267.jpg,76,76,202,176,106,80
head,04_00268.jpg,60,60,175,115,128,68
shoulder1,04_00268.jpg,76,76,118,92,101,75
shoulder2,04_00268.jpg,76,76,202,176,106,80
head,04_00269.jpg,60,60,175,115,129,69
shoulder1,04_00269.jpg,76,76,118,92,101,75
shoulder2,04_00269.jpg,76,76,202,176,107,81
head,04_00270.jpg,60,60,174,114,129,69
shoulder1,04_00270.jpg,76,76,118,92,101,75
shoulder2,04_00270.jpg,76,76,202,176,106,80
head,04_00271.jpg,60,60,174,114,129,69
shoulder1,04_00271.jpg,76,76,118,92,101,75
shoulder2,04_00271.jpg,76,76,202,176,106,80
head,04_00272.jpg,60,60,174,114,128,68
shoulder1,04_00272.jpg,76,76,118,92,101,75
shoulder2,04_00272.jpg,76,76,202,176,105,79
head,04_00273.jpg,60,60,175,115,128,68
shoulder1,04_00273.jpg,76,76,118,92,101,75
shoulder2,04_00273.jpg,76,76,202,176,105,79
head,04_00274.jpg,60,60,175,115,129,69
shoulder1,04_00274.jpg,76,76,118,92,101,75
shoulder2,04_00274.jpg,76,76,203,177,105,79
head,04_00275.jpg,60,60,176,116,129,69
shoulder1,04_00275.jpg,76,76,118,92,101,75
shoulder2,04_00275.jpg,76,76,203,177,105,79
head,04_00276.jpg,60,60,176,116,128,68
shoulder1,04_00276.jpg,76,76,119,93,102,76
shoulder2,04_00276.jpg,76,76,203,177,105,79
head,04_00277.jpg,60,60,176,116,128,68
shoulder1,04_00277.jpg,76,76,119,93,101,75
shoulder2,04_00277.jpg,76,76,203,177,105,79
head,04_00278.jpg,60,60,175,115,129,69
shoulder1,04_00278.jpg,76,76,118,92,102,76
shoulder2,04_00278.jpg,76,76,203,177,104,78
head,04_00279.jpg,60,60,174,114,129,69
shoulder1,04_00279.jpg,76,76,117,91,102,76
shoulder2,04_00279.jpg,76,76,202,176,105,79
head,04_00280.jpg,60,60,175,115,128,68
shoulder1,04_00280.jpg,76,76,118,92,102,76
shoulder2,04_00280.jpg,76,76,202,176,105,79
head,04_00281.jpg,60,60,173,113,128,68
shoulder1,04_00281.jpg,76,76,117,91,99,73
shoulder2,04_00281.jpg,76,76,201,175,107,81
head,04_00282.jpg,60,60,173,113,128,68
shoulder1,04_00282.jpg,76,76,117,91,100,74
shoulder2,04_00282.jpg,76,76,201,175,106,80
head,04_00283.jpg,60,60,172,112,125,65
shoulder1,04_00283.jpg,76,76,116,90,100,74
shoulder2,04_00283.jpg,76,76,201,175,104,78
head,04_00321.jpg,60,60,161,101,73,13
shoulder1,04_00321.jpg,76,76,159,133,34,8
shoulder2,04_00321.jpg,76,76,153,127,118,92
head,04_00322.jpg,60,60,162,102,75,15
shoulder1,04_00322.jpg,76,76,160,134,35,9
shoulder2,04_00322.jpg,76,76,154,128,118,92
head,04_00364.jpg,60,60,148,88,75,15
shoulder1,04_00364.jpg,76,76,105,79,91,65
shoulder2,04_00364.jpg,76,76,171,145,38,12
head,04_00369.jpg,60,60,155,95,83,23
shoulder1,04_00369.jpg,76,76,112,86,60,34
shoulder2,04_00369.jpg,76,76,185,159,89,63
head,04_00370.jpg,60,60,162,102,82,22
shoulder1,04_00370.jpg,76,76,121,95,51,25
shoulder2,04_00370.jpg,76,76,187,161,98,72
head,04_00371.jpg,60,60,168,108,82,22
shoulder1,04_00371.jpg,76,76,129,103,47,21
shoulder2,04_00371.jpg,76,76,188,162,103,77
head,04_00372.jpg,60,60,173,113,83,23
shoulder1,04_00372.jpg,76,76,140,114,43,17
shoulder2,04_00372.jpg,76,76,188,162,110,84
head,04_00373.jpg,60,60,175,115,79,19
shoulder1,04_00373.jpg,76,76,147,121,39,13
shoulder2,04_00373.jpg,76,76,186,160,112,86
head,04_00374.jpg,60,60,179,119,78,18
shoulder1,04_00374.jpg,76,76,154,128,36,10
shoulder2,04_00374.jpg,76,76,184,158,113,87
head,04_00375.jpg,60,60,178,118,73,13
shoulder1,04_00375.jpg,76,76,158,132,32,6
shoulder2,04_00375.jpg,76,76,179,153,112,86
head,04_00376.jpg,60,60,176,116,67,7
shoulder1,04_00376.jpg,76,76,160,134,27,1
shoulder2,04_00376.jpg,76,76,174,148,109,83
head,04_00377.jpg,60,60,176,116,58,-2
shoulder1,04_00377.jpg,76,76,166,140,23,-3
shoulder2,04_00377.jpg,76,76,167,141,103,77
head,04_00378.jpg,60,60,171,111,49,-11
shoulder1,04_00378.jpg,76,76,167,141,16,-10
shoulder2,04_00378.jpg,76,76,161,135,97,71
head,04_00379.jpg,60,60,169,109,45,-15
shoulder1,04_00379.jpg,76,76,172,146,14,-12
shoulder2,04_00379.jpg,76,76,152,126,93,67
head,04_00380.jpg,60,60,173,113,43,-17
shoulder1,04_00380.jpg,76,76,179,153,13,-13
shoulder2,04_00380.jpg,76,76,148,122,88,62
head,04_00381.jpg,60,60,171,111,42,-18
shoulder1,04_00381.jpg,76,76,182,156,14,-12
shoulder2,04_00381.jpg,76,76,138,112,83,57
head,04_00382.jpg,60,60,165,105,51,-9
shoulder1,04_00382.jpg,76,76,182,156,22,-4
shoulder2,04_00382.jpg,76,76,128,102,81,55
head,04_00383.jpg,60,60,158,98,57,-3
shoulder1,04_00383.jpg,76,76,180,154,31,5
shoulder2,04_00383.jpg,76,76,117,91,77,51
head,04_00384.jpg,60,60,148,88,61,1
shoulder1,04_00384.jpg,76,76,175,149,41,15
shoulder2,04_00384.jpg,76,76,105,79,71,45
head,04_00385.jpg,60,60,145,85,60,0
shoulder1,04_00385.jpg,76,76,173,147,49,23
shoulder2,04_00385.jpg,76,76,98,72,64,38
head,04_00386.jpg,60,60,141,81,64,4
shoulder1,04_00386.jpg,76,76,170,144,59,33
shoulder2,04_00386.jpg,76,76,93,67,60,34
head,04_00387.jpg,60,60,144,84,72,12
shoulder1,04_00387.jpg,76,76,169,143,71,45
shoulder2,04_00387.jpg,76,76,93,67,57,31
head,04_00389.jpg,60,60,136,76,63,3
shoulder1,04_00389.jpg,76,76,154,128,90,64
shoulder2,04_00389.jpg,76,76,96,70,38,12
head,04_00390.jpg,60,60,133,73,69,9
shoulder1,04_00390.jpg,76,76,151,125,99,73
shoulder2,04_00390.jpg,76,76,99,73,39,13
head,04_00391.jpg,60,60,138,78,70,10
shoulder1,04_00391.jpg,76,76,148,122,106,80
shoulder2,04_00391.jpg,76,76,109,83,38,12
head,04_00392.jpg,60,60,145,85,78,18
shoulder1,04_00392.jpg,76,76,142,116,114,88
shoulder2,04_00392.jpg,76,76,125,99,38,12
head,04_00396.jpg,60,60,165,105,95,35
shoulder1,04_00396.jpg,76,76,124,98,112,86
shoulder2,04_00396.jpg,76,76,174,148,54,28
head,04_00399.jpg,60,60,182,122,91,31
shoulder1,04_00399.jpg,76,76,126,100,93,67
shoulder2,04_00399.jpg,76,76,200,174,60,34
head,04_00402.jpg,60,60,190,130,103,43
shoulder1,04_00402.jpg,76,76,129,103,86,60
shoulder2,04_00402.jpg,76,76,212,186,69,43
head,04_00403.jpg,60,60,188,128,106,46
shoulder1,04_00403.jpg,76,76,129,103,86,60
shoulder2,04_00403.jpg,76,76,212,186,73,47
head,04_00404.jpg,60,60,184,124,108,48
shoulder1,04_00404.jpg,76,76,126,100,82,56
shoulder2,04_00404.jpg,76,76,210,184,80,54
head,04_00406.jpg,60,60,171,111,115,55
shoulder1,04_00406.jpg,76,76,116,90,86,60
shoulder2,04_00406.jpg,76,76,200,174,88,62
head,04_00408.jpg,60,60,158,98,125,65
shoulder1,04_00408.jpg,76,76,105,79,96,70
shoulder2,04_00408.jpg,76,76,189,163,95,69
head,04_00409.jpg,60,60,157,97,126,66
shoulder1,04_00409.jpg,76,76,103,77,100,74
shoulder2,04_00409.jpg,76,76,187,161,96,70
head,04_00410.jpg,60,60,157,97,130,70
shoulder1,04_00410.jpg,76,76,103,77,101,75
shoulder2,04_00410.jpg,76,76,188,162,100,74
head,04_00411.jpg,60,60,160,100,133,73
shoulder1,04_00411.jpg,76,76,104,78,102,76
shoulder2,04_00411.jpg,76,76,189,163,103,77
head,04_00412.jpg,60,60,162,102,134,74
shoulder1,04_00412.jpg,76,76,106,80,103,77
shoulder2,04_00412.jpg,76,76,191,165,105,79
head,04_00413.jpg,60,60,164,104,134,74
shoulder1,04_00413.jpg,76,76,108,82,103,77
shoulder2,04_00413.jpg,76,76,193,167,106,80
head,04_00414.jpg,60,60,165,105,134,74
shoulder1,04_00414.jpg,76,76,109,83,103,77
shoulder2,04_00414.jpg,76,76,194,168,107,81
head,04_00415.jpg,60,60,166,106,140,80
shoulder1,04_00415.jpg,76,76,110,84,104,78
shoulder2,04_00415.jpg,76,76,194,168,110,84
head,04_00416.jpg,60,60,166,106,143,83
shoulder1,04_00416.jpg,76,76,110,84,105,79
shoulder2,04_00416.jpg,76,76,194,168,111,85
head,04_00417.jpg,60,60,166,106,148,88
shoulder1,04_00417.jpg,76,76,109,83,107,81
shoulder2,04_00417.jpg,76,76,193,167,112,86
head,04_00418.jpg,60,60,168,108,153,93
shoulder1,04_00418.jpg,76,76,110,84,110,84
shoulder2,04_00418.jpg,76,76,194,168,115,89
head,04_00419.jpg,60,60,173,113,161,101
shoulder1,04_00419.jpg,76,76,114,88,115,89
shoulder2,04_00419.jpg,76,76,198,172,119,93
head,04_00420.jpg,60,60,181,121,167,107
shoulder1,04_00420.jpg,76,76,119,93,121,95
shoulder2,04_00420.jpg,76,76,203,177,122,96
head,04_00421.jpg,60,60,187,127,168,108
shoulder1,04_00421.jpg,76,76,124,98,123,97
shoulder2,04_00421.jpg,76,76,208,182,125,99
head,04_00422.jpg,60,60,189,129,168,108
shoulder1,04_00422.jpg,76,76,126,100,125,99
shoulder2,04_00422.jpg,76,76,210,184,127,101
head,04_00423.jpg,60,60,187,127,168,108
shoulder1,04_00423.jpg,76,76,125,99,126,100
shoulder2,04_00423.jpg,76,76,208,182,129,103
head,04_00424.jpg,60,60,184,124,163,103
shoulder1,04_00424.jpg,76,76,122,96,125,99
shoulder2,04_00424.jpg,76,76,207,181,129,103
head,04_00425.jpg,60,60,180,120,161,101
shoulder1,04_00425.jpg,76,76,120,94,126,100
shoulder2,04_00425.jpg,76,76,204,178,129,103
head,04_00426.jpg,60,60,178,118,159,99
shoulder1,04_00426.jpg,76,76,119,93,127,101
shoulder2,04_00426.jpg,76,76,203,177,128,102
head,04_00427.jpg,60,60,177,117,159,99
shoulder1,04_00427.jpg,76,76,117,91,128,102
shoulder2,04_00427.jpg,76,76,202,176,128,102
head,04_00428.jpg,60,60,175,115,158,98
shoulder1,04_00428.jpg,76,76,116,90,128,102
shoulder2,04_00428.jpg,76,76,201,175,127,101
head,04_00429.jpg,60,60,174,114,155,95
shoulder1,04_00429.jpg,76,76,116,90,128,102
shoulder2,04_00429.jpg,76,76,200,174,125,99
head,04_00430.jpg,60,60,174,114,154,94
shoulder1,04_00430.jpg,76,76,115,89,129,103
shoulder2,04_00430.jpg,76,76,200,174,123,97
head,04_00431.jpg,60,60,171,111,153,93
shoulder1,04_00431.jpg,76,76,114,88,128,102
shoulder2,04_00431.jpg,76,76,199,173,123,97
head,04_00432.jpg,60,60,171,111,152,92
shoulder1,04_00432.jpg,76,76,114,88,126,100
shoulder2,04_00432.jpg,76,76,198,172,124,98
head,04_00433.jpg,60,60,172,112,152,92
shoulder1,04_00433.jpg,76,76,115,89,122,96
shoulder2,04_00433.jpg,76,76,200,174,125,99
head,04_00434.jpg,60,60,177,117,149,89
shoulder1,04_00434.jpg,76,76,119,93,115,89
shoulder2,04_00434.jpg,76,76,202,176,127,101
head,04_00435.jpg,60,60,179,119,145,85
shoulder1,04_00435.jpg,76,76,123,97,110,84
shoulder2,04_00435.jpg,76,76,204,178,129,103
head,04_00436.jpg,60,60,181,121,143,83
shoulder1,04_00436.jpg,76,76,125,99,108,82
shoulder2,04_00436.jpg,76,76,207,181,128,102
head,04_00437.jpg,60,60,184,124,142,82
shoulder1,04_00437.jpg,76,76,127,101,109,83
shoulder2,04_00437.jpg,76,76,209,183,127,101
head,04_00438.jpg,60,60,184,124,144,84
shoulder1,04_00438.jpg,76,76,126,100,111,85
shoulder2,04_00438.jpg,76,76,209,183,126,100
head,04_00439.jpg,60,60,185,125,145,85
shoulder1,04_00439.jpg,76,76,125,99,118,92
shoulder2,04_00439.jpg,76,76,209,183,123,97
head,04_00440.jpg,60,60,183,123,149,89
shoulder1,04_00440.jpg,76,76,123,97,127,101
shoulder2,04_00440.jpg,76,76,206,180,118,92
head,04_00441.jpg,60,60,182,122,150,90
shoulder1,04_00441.jpg,76,76,125,99,138,112
shoulder2,04_00441.jpg,76,76,202,176,110,84
head,04_00442.jpg,60,60,182,122,154,94
shoulder1,04_00442.jpg,76,76,126,100,146,120
shoulder2,04_00442.jpg,76,76,197,171,106,80
head,04_00443.jpg,60,60,182,122,150,90
shoulder1,04_00443.jpg,76,76,132,106,151,125
shoulder2,04_00443.jpg,76,76,194,168,98,72
head,04_00444.jpg,60,60,185,125,148,88
shoulder1,04_00444.jpg,76,76,137,111,154,128
shoulder2,04_00444.jpg,76,76,194,168,95,69
head,04_00445.jpg,60,60,193,133,144,84
shoulder1,04_00445.jpg,76,76,145,119,157,131
shoulder2,04_00445.jpg,76,76,196,170,91,65
head,04_00446.jpg,60,60,199,139,140,80
shoulder1,04_00446.jpg,76,76,155,129,159,133
shoulder2,04_00446.jpg,76,76,197,171,88,62
head,04_00447.jpg,60,60,205,145,137,77
shoulder1,04_00447.jpg,76,76,163,137,161,135
shoulder2,04_00447.jpg,76,76,199,173,87,61
head,04_00448.jpg,60,60,208,148,136,76
shoulder1,04_00448.jpg,76,76,174,148,161,135
shoulder2,04_00448.jpg,76,76,197,171,83,57
head,04_00449.jpg,60,60,212,152,138,78
shoulder1,04_00449.jpg,76,76,189,163,162,136
shoulder2,04_00449.jpg,76,76,185,159,84,58
head,04_00450.jpg,60,60,218,158,140,80
shoulder1,04_00450.jpg,76,76,201,175,161,135
shoulder2,04_00450.jpg,76,76,180,154,85,59
head,04_00451.jpg,60,60,225,165,143,83
shoulder1,04_00451.jpg,76,76,214,188,161,135
shoulder2,04_00451.jpg,76,76,177,151,90,64
head,04_00452.jpg,60,60,228,168,142,82
shoulder1,04_00452.jpg,76,76,222,196,157,131
shoulder2,04_00452.jpg,76,76,173,147,94,68
head,04_00453.jpg,60,60,231,171,138,78
shoulder1,04_00453.jpg,76,76,228,202,152,126
shoulder2,04_00453.jpg,76,76,170,144,96,70
head,04_00454.jpg,60,60,231,171,139,79
shoulder1,04_00454.jpg,76,76,232,206,146,120
shoulder2,04_00454.jpg,76,76,165,139,103,77
head,04_00455.jpg,60,60,228,168,137,77
shoulder1,04_00455.jpg,76,76,235,209,138,112
shoulder2,04_00455.jpg,76,76,161,135,110,84
head,04_00456.jpg,60,60,223,163,135,75
shoulder1,04_00456.jpg,76,76,235,209,129,103
shoulder2,04_00456.jpg,76,76,156,130,117,91
head,04_00457.jpg,60,60,216,156,138,78
shoulder1,04_00457.jpg,76,76,232,206,121,95
shoulder2,04_00457.jpg,76,76,151,125,125,99
head,04_00458.jpg,60,60,207,147,139,79
shoulder1,04_00458.jpg,76,76,226,200,116,90
shoulder2,04_00458.jpg,76,76,146,120,129,103
head,04_00459.jpg,60,60,198,138,136,76
shoulder1,04_00459.jpg,76,76,219,193,108,82
shoulder2,04_00459.jpg,76,76,141,115,134,108
head,04_00460.jpg,60,60,191,131,132,72
shoulder1,04_00460.jpg,76,76,212,186,99,73
shoulder2,04_00460.jpg,76,76,140,114,139,113
head,04_00462.jpg,60,60,179,119,128,68
shoulder1,04_00462.jpg,76,76,197,171,85,59
shoulder2,04_00462.jpg,76,76,140,114,144,118
head,04_00463.jpg,60,60,178,118,122,62
shoulder1,04_00463.jpg,76,76,191,165,78,52
shoulder2,04_00463.jpg,76,76,145,119,145,119
head,04_00512.jpg,60,60,181,121,110,50
shoulder1,04_00512.jpg,76,76,123,97,90,64
shoulder2,04_00512.jpg,76,76,205,179,101,75
head,04_00513.jpg,60,60,183,123,110,50
shoulder1,04_00513.jpg,76,76,125,99,92,66
shoulder2,04_00513.jpg,76,76,207,181,102,76
head,04_00518.jpg,60,60,172,112,126,66
shoulder1,04_00518.jpg,76,76,118,92,105,79
shoulder2,04_00518.jpg,76,76,202,176,105,79
head,04_00519.jpg,60,60,171,111,124,64
shoulder1,04_00519.jpg,76,76,117,91,105,79
shoulder2,04_00519.jpg,76,76,201,175,104,78
head,04_00520.jpg,60,60,171,111,123,63
shoulder1,04_00520.jpg,76,76,116,90,105,79
shoulder2,04_00520.jpg,76,76,200,174,102,76
head,04_00521.jpg,60,60,170,110,126,66
shoulder1,04_00521.jpg,76,76,115,89,106,80
shoulder2,04_00521.jpg,76,76,199,173,103,77
head,04_00522.jpg,60,60,170,110,124,64
shoulder1,04_00522.jpg,76,76,115,89,106,80
shoulder2,04_00522.jpg,76,76,199,173,102,76
head,04_00523.jpg,60,60,169,109,120,60
shoulder1,04_00523.jpg,76,76,114,88,104,78
shoulder2,04_00523.jpg,76,76,199,173,100,74
head,04_00524.jpg,60,60,170,110,121,61
shoulder1,04_00524.jpg,76,76,114,88,105,79
shoulder2,04_00524.jpg,76,76,198,172,100,74
head,04_00525.jpg,60,60,168,108,118,58
shoulder1,04_00525.jpg,76,76,114,88,104,78
shoulder2,04_00525.jpg,76,76,198,172,99,73
head,04_00526.jpg,60,60,168,108,117,57
shoulder1,04_00526.jpg,76,76,113,87,103,77
shoulder2,04_00526.jpg,76,76,198,172,98,72
head,04_00527.jpg,60,60,168,108,117,57
shoulder1,04_00527.jpg,76,76,113,87,102,76
shoulder2,04_00527.jpg,76,76,197,171,99,73
head,04_00528.jpg,60,60,167,107,113,53
shoulder1,04_00528.jpg,76,76,113,87,100,74
shoulder2,04_00528.jpg,76,76,197,171,98,72
head,04_00529.jpg,60,60,167,107,111,51
shoulder1,04_00529.jpg,76,76,113,87,101,75
shoulder2,04_00529.jpg,76,76,197,171,95,69
head,04_00530.jpg,60,60,167,107,111,51
shoulder1,04_00530.jpg,76,76,113,87,102,76
shoulder2,04_00530.jpg,76,76,197,171,93,67
head,04_00531.jpg,60,60,167,107,107,47
shoulder1,04_00531.jpg,76,76,113,87,100,74
shoulder2,04_00531.jpg,76,76,197,171,93,67
head,04_00532.jpg,60,60,167,107,105,45
shoulder1,04_00532.jpg,76,76,113,87,99,73
shoulder2,04_00532.jpg,76,76,198,172,93,67
head,04_00533.jpg,60,60,168,108,103,43
shoulder1,04_00533.jpg,76,76,113,87,99,73
shoulder2,04_00533.jpg,76,76,197,171,92,66
head,04_00534.jpg,60,60,167,107,103,43
shoulder1,04_00534.jpg,76,76,113,87,99,73
shoulder2,04_00534.jpg,76,76,198,172,92,66
head,04_00535.jpg,60,60,168,108,102,42
shoulder1,04_00535.jpg,76,76,114,88,98,72
shoulder2,04_00535.jpg,76,76,198,172,92,66
head,04_00536.jpg,60,60,170,110,102,42
shoulder1,04_00536.jpg,76,76,113,87,99,73
shoulder2,04_00536.jpg,76,76,198,172,91,65
head,04_00537.jpg,60,60,171,111,102,42
shoulder1,04_00537.jpg,76,76,114,88,98,72
shoulder2,04_00537.jpg,76,76,199,173,92,66
head,04_00538.jpg,60,60,171,111,102,42
shoulder1,04_00538.jpg,76,76,115,89,97,71
shoulder2,04_00538.jpg,76,76,199,173,93,67
head,04_00539.jpg,60,60,171,111,102,42
shoulder1,04_00539.jpg,76,76,115,89,97,71
shoulder2,04_00539.jpg,76,76,200,174,93,67
head,04_00540.jpg,60,60,170,110,103,43
shoulder1,04_00540.jpg,76,76,115,89,97,71
shoulder2,04_00540.jpg,76,76,199,173,92,66
head,04_00541.jpg,60,60,170,110,102,42
shoulder1,04_00541.jpg,76,76,115,89,97,71
shoulder2,04_00541.jpg,76,76,199,173,92,66
head,04_00542.jpg,60,60,170,110,102,42
shoulder1,04_00542.jpg,76,76,115,89,97,71
shoulder2,04_00542.jpg,76,76,199,173,92,66
head,04_00543.jpg,60,60,169,109,103,43
shoulder1,04_00543.jpg,76,76,115,89,96,70
shoulder2,04_00543.jpg,76,76,199,173,92,66
head,04_00544.jpg,60,60,169,109,103,43
